context,page,type,classification_confidence,english,zh_tw
data/3/entries/4/entries/8/entries/1/entries/2/rows/3/2,38,TABLE,0.99,"Whichever character leads the hunt must succeed on three {@dc 18} Intelligence (Investigation) checks before gaining three failures, with each check representing 8 hours of investigation. Other characters can assist, granting advantage on the checks. If the search succeeds, characters corner the assassin, {@creature Ziraj the Hunter|WDH} (see {@adventure appendix B|WDH|12}), in the greenhouse of Corellon's Crown in Trollskull Alley ({@area T4|09f}). Ziraj surrenders to the City Watch without a fight, believing that his fellow Zhents will find a way to free him. {@i Reward}: Each Lords' Alliance character gains 2 renown. Every character who aids in Ziraj's capture receives 50 gp.",無論由哪位角色領導此次追捕，都必須成功透過三次 {@dc 18} 智力（調查）檢定，且在獲得三次失敗前完成，每次檢定代表8小時的調查。其他角色可以進行協助，為檢定提供優勢。如果搜尋成功，角色們將在巨魔顱骨巷（{@area T4|09f}）的科瑞隆之冠溫室內圍堵刺客 {@creature Ziraj the Hunter|WDH|獵人茲拉吉}（參見 {@adventure 附錄 B|WDH|12}）。茲拉吉會毫不反抗地向城市守衛投降，他相信他的同僚散塔林會成員會設法將他解救出來。{@i 獎勵}：每個領主聯盟的角色獲得2點聲望。所有協助抓捕茲拉吉的角色將獲得50金幣。
data/3/entries/4/entries/9/name,39,HEADING_LABEL,0.99,Order of the Gauntlet,鐵手套教團
data/3/entries/4/entries/9/entries/0,39,NARRATIVE,0.8,"The Order of the Gauntlet looks for members who seek to fight evil in all its forms. Adventurers who worship Helm, Torm, or Tyr are especially sought after.","""鐵手套教團尋找那些尋求以各種形式對抗邪惡的成員。信仰赫爾姆、託姆或提爾的冒險家特別受歡迎。"""
data/3/entries/4/entries/9/entries/1/name,39,HEADING_LABEL,0.99,Savra Belabranta,薩芙拉·貝拉布蘭塔
data/3/entries/4/entries/9/entries/1/entries/0,39,DM_INSTRUCTION,0.85,"If the party includes one or more likely recruits, Savra Belabranta (NG female Tethyrian human {@creature knight}) visits the characters' residence and invites them to the Halls of Justice, the temple of Tyr (located west of the Market in the Castle Ward), where they can be sworn into the order. The swearing-in ceremony involves the recitation of an oath to find and destroy evil in all its forms. The oath is spoken while every candidate wears a silver gauntlet (a symbol of the order). After the ceremony, Savra gives new recruits their first mission.",如果隊伍中有一或多個可能的招募物件，薩芙拉·貝拉布蘭塔（NG女性泰瑟爾人人類{@creature knight||騎士}）會拜訪角色們的住處，並邀請他們前往正義大廳，即提爾神廟（位於城堡區市場以西），在那裡他們可以宣誓加入騎士團。宣誓儀式包括背誦一個誓言，誓言要找到並摧毀所有形式的邪惡。每個候選人在宣誓時都會佩戴一隻銀色護手（騎士團的象徵）。儀式結束後，薩芙拉會給新招募的人員分配他們的首個任務。
data/3/entries/4/entries/9/entries/1/entries/1,39,DM_INSTRUCTION,0.85,"The Belabrantas are a Waterdavian noble family that raises griffons for the Griffon Cavalry. Savra is trying to regain her honor by serving Tyr, thus atoning for the evil acts she committed as a member of an evil elemental cult called the Howling Hatred. Savra's sins are irrelevant to this adventure, but you can learn more about her past in {@adventure Princes of the Apocalypse|PotA}. Whenever she has a mission for the characters, she communicates the missive to them herself.","""貝拉布蘭塔家族是沃特迪普的一個貴族家族，他們為獅鷲騎兵飼養獅鷲。薩芙拉正試圖透過服務於提爾來恢復她的榮譽，從而彌補她作為一個名為'嚎叫仇恨'的邪惡元素教派成員時所犯下的惡行。薩芙拉的罪行與這次冒險無關，但你可以在《{@adventure 毀滅親王|PotA}》中瞭解更多關於她的過去。每當她有任務給角色們時，她都會親自傳達給他們。"""
data/3/entries/4/entries/9/entries/1/entries/2/colLabels/0,39,HEADING_LABEL,0.99,Party Level,隊伍等級
data/3/entries/4/entries/9/entries/1/entries/2/colLabels/1,39,HEADING_LABEL,0.99,Mission Brief,任務簡報
data/3/entries/4/entries/9/entries/1/entries/2/colLabels/2,39,HEADING_LABEL,0.99,Mission Requirements and Reward,任務要求和獎勵
data/3/entries/4/entries/9/entries/1/entries/2/rows/0/0,39,TABLE,0.99,2nd,2nd
data/3/entries/4/entries/9/entries/1/entries/2/rows/0/1,39,TABLE,0.99,"""We hear that the Zhents are paying gangs in the Field Ward to attack suspected Xanathar Guild members. Fights are breaking out in the ward daily. Stop a fight before it happens. We need to send a message to these thugs that further altercations won't be tolerated.""","""我們聽說散塔林會成員正在支付原野區的幫派去攻擊疑似姍娜薩公會成員。該區每天都在發生打鬥。在打鬥發生前阻止一場。我們需要向這些暴徒傳達一個資訊，即進一步的衝突將不會被容忍。"""
data/3/entries/4/entries/9/entries/1/entries/2/rows/0/2,39,TABLE,0.99,"The characters must visit the Field Ward and, as a fight threatens to break out, make three successful {@dc 12} Charisma (Intimidation) checks before failing three checks, or else defeat four {@creature thug||thugs} (preferably without killing them) to disperse the would-be brawlers. {@i Reward}: Each Order of the Gauntlet character gains 1 renown.",角色們必須前往原野區，當一場戰鬥即將爆發時，在失敗三次前成功進行三次 {@dc 12} 魅力（威嚇）檢定，或者擊敗四名 {@creature thug||暴徒}（最好不殺死他們）以驅散潛在的鬥毆者。{@i 獎勵}：每個鐵手套教團的角色獲得1點聲望。
data/3/entries/4/entries/9/entries/1/entries/2/rows/1/0,39,TABLE,0.99,3rd,3rd
data/3/entries/4/entries/9/entries/1/entries/2/rows/1/1,39,TABLE,0.99,"""A notorious thief called the {@creature Black Viper|WDH}, long thought dead, has apparently returned to Waterdeep. She has already robbed at least a dozen noble estates. No one knows her identity because she wears a mask, but it was reported in The Waterdeep Wazoo that she's a noble. Find out what else the broadsheet's publisher knows about her and report back to me.""","""一個臭名昭著的小偷，被稱為{@creature Black Viper|WDH|黑毒蛇}，長久以來都認為她已經死了，顯然已經回到了深水城。她已經至少搶劫了十幾個貴族莊園。沒有人知道她的身份，因為她戴著面具，但《深水城瓦祖報》報道稱她是一個貴族。找出該小報的出版人還知道關於她的什麼，並向我彙報。"""
data/3/entries/4/entries/9/entries/1/entries/2/rows/1/2,39,TABLE,0.99,"The characters can meet with Gaxly Rudderbust (N male Illuskan human {@creature commoner}), the publisher of The Waterdeep Wazoo, and either succeed on a {@dc 12} Charisma (Intimidation or Persuasion) check or bribe him with at least 50 gp. If they do so, Gaxly shares his suspicions that the {@creature Black Viper|WDH} is the secret, evil twin sister of {@creature Ammalia Cassalanter|WDH} (see {@adventure appendix B|WDH|12}), and that she wears a mask to hide a disfigurement. Interviewing the Cassalanters at their villa (see chapter 6) or conducting a day-long investigation and succeeding on a {@dc 15} Intelligence (Investigation) check reveals that no such person exists. {@i Reward}: Each Order of the Gauntlet character gains 1 renown for reporting what Gaxly said.",角色們可以與《深水城瓦祖》的出版商蓋克斯利·魯德巴斯特（中立男性伊路斯坎人類{@creature commoner||平民}）會面，併成功透過一次{@dc 12}的魅力（威嚇或說服）檢定，或者用至少50 gp賄賂他。如果他們這樣做，蓋克斯利會分享他的懷疑，即{@creature Black Viper|WDH|黑毒蛇}是{@creature Ammalia Cassalanter|WDH|阿瑪利亞·卡薩蘭特}（見{@adventure 附錄 B|WDH|12}）秘密的、邪惡的雙胞胎姐妹，並且她戴著面具是為了隱藏毀容。在卡薩蘭特家族的別墅（見第6章）採訪他們，或者進行為期一天的調查併成功透過一次{@dc 15}的智力（調查）檢定，可以揭示並不存在這樣一個人。{@i 獎勵}：每個鐵手套教團角色因報告蓋克斯利所說的話而獲得1點聲望。
data/3/entries/4/entries/9/entries/1/entries/2/rows/2/0,39,TABLE,0.99,4th,4th
data/3/entries/4/entries/9/entries/1/entries/2/rows/2/1,39,TABLE,0.99,"""Guards at the Endshift Tavern, located on Endshift Street in the Field Ward, are being robbed nightly, and the innkeeper says he's seen giant rats prowling around the back alleys. Sounds dull, but it's a plea for help that we can't ignore.""","""位於原野區收工街的收工酒館的守衛每晚都遭到搶劫，店主說他看到巨大的老鼠在後巷徘徊。聽起來很無聊，但這是我們不能忽視的求助。"""
data/3/entries/4/entries/9/entries/1/entries/2/rows/2/2,39,TABLE,0.99,"The inn is being harassed by the Shard Shunners, a gang of halfling wererats, because the innkeeper's guards once threatened a gang member. To end the harassment, the characters must defeat three {@creature wererat||wererats} or scare them off with a successful {@dc 17} Charisma (Intimidation) check. {@i Reward}: Each Order of the Gauntlet character gains 2 renown and receives a {@item potion of healing}.","這家旅館正受到""避碎幫""的騷擾，這是一個由半身人鼠人組成的幫派，因為旅館老闆的守衛曾威脅過一名幫派成員。為了結束這種騷擾，角色們必須擊敗三隻{@creature wererat||鼠人}或透過一次成功的{@dc 17}魅力（威嚇）檢定嚇跑他們。{@i 獎勵}：每位鐵手套教團角色獲得2點聲望，並收到一瓶{@item potion of healing||治療藥水}。"
data/3/entries/4/entries/9/entries/1/entries/2/rows/3/0,39,TABLE,0.99,5th,5th
data/3/entries/4/entries/9/entries/1/entries/2/rows/3/1,39,TABLE,0.99,"""I just received a report that spined devils are terrorizing citizens in Twelvedog Court, in the Field Ward. Come, let us slay them together and find their evil summoner!""","""我剛收到一份報告，說棘魔在原野區的十二狗法院恐嚇市民。來，讓我們一起殺死它們，找出那個邪惡的召喚者！"""
data/3/entries/4/entries/9/entries/1/entries/2/rows/3/2,39,TABLE,0.99,"The characters must help Savra defeat five {@creature spined devil||spined devils}, which have locals pinned down in nearby buildings. Right afterward, Gysheer Omfreys (LE female Tethyrian human {@creature cult fanatic}) emerges from an alley and attacks Savra. Gysheer is an overzealous member of a devil-worshiping cult led by {@creature Victoro Cassalanter|WDH} (see {@adventure appendix B|WDH|12}). Savra tries to subdue and question her, but only magical compulsion can force her to implicate Victoro. Since devil worship isn't illegal in Waterdeep, Savra has no grounds to stir up trouble with the Cassalanters, and she advises characters not to do so, either. {@i Reward}: Each Order of the Gauntlet character gains 2 renown. Every character who took part receives a {@item potion of greater healing}.",角色們必須幫助薩芙拉擊敗五個{@creature spined devil||棘魔}，它們使當地居民被困在附近的建築物中。緊接著，吉希爾·奧姆弗雷斯 (LE女性泰瑟爾人人類{@creature cult fanatic||邪教狂信者})從一條小巷中出現並攻擊薩芙拉。吉希爾是由{@creature Victoro Cassalanter|WDH|維克托羅·卡薩蘭特}（見{@adventure 附錄 B|WDH|12}）領導的崇拜魔鬼的邪教的過於熱心的成員。薩芙拉試圖制服並審問她，但只有魔法強制才能迫使她揭露維克托羅。由於在深水城崇拜魔鬼並不違法，薩芙拉沒有理由與卡薩蘭特家族製造麻煩，她也建議角色們不要這樣做。{@i 獎勵}：每個鐵手套教團角色獲得2點聲望。每個參與的角色都會收到一瓶{@item potion of greater healing||高等治療藥水}。
data/3/entries/4/entries/10/name,39,HEADING_LABEL,0.99,Zhentarim,散塔林會
data/3/entries/4/entries/10/entries/0,39,DM_INSTRUCTION,0.85,The Doom Raiders try to contact evil-aligned or morally ambiguous characters. A {@creature flying snake} with a parchment tied about its body visits one character in the dead of night. The message reads:,末日劫掠者試圖聯絡邪惡傾向或道德模糊的角色。一條身上綁著羊皮紙的{@creature flying snake||飛蛇}在深夜拜訪了一個角色。資訊內容如下：
data/3/entries/4/entries/10/entries/1/entries/0,39,READ_ALOUD,0.99,"""Want to be part of something big? Speak to {@creature Davil Starsong|WDH} at the Yawning Portal.""","""想成為偉大事業的一部分嗎？去呵欠之門找{@creature Davil Starsong|WDH|達維爾·星歌}談談。"""
data/3/entries/4/entries/10/entries/2,39,DM_INSTRUCTION,0.85,"If the characters seek out Davil, {@creature Yagra Stonefist|wdh} (see ""Familiar Faces""), greets them and leads interested parties to a table in the center of the Yawning Portal's taproom, where her boss waits with drink in hand.","如果角色們尋找達維爾，{@creature Yagra Stonefist|wdh|雅格拉·石拳}（見""熟悉的面孔""），她會迎接他們並帶領感興趣的人到呵欠之門酒吧中心的一張桌子，她的老闆正手持飲料在那裡等待。"
