english,category,first_page,occurrences,first_context,representative_source,confidence,zh_tw,status,scope,variants,evidence
Havi,possible-proper-noun,150,3,data/9/entries/3/entries/5/entries/9/entries/2,"The Kolat brothers once took on apprentices, who slept here. {@creature Manshoon|WDH} now allows his own apprentices—Ered Payno, Havi Termock, and Savara Firethorn—to do the same. All three can be found in {@area K15|3fc}.",0.8,哈維,project-proposed,contextual,,
Havia,possible-proper-noun,147,8,data/9/entries/2/entries/3/entries/2/entries/0,"Delivering proof that {@creature Manshoon|WDH} is hiding in Waterdeep to {@creature Laeral Silverhand|WDH}, {@creature Mirt|WDH}, the Harpers, Force Grey, the Blackstaff, the Lords' Alliance, the Order of the Gauntlet, the City Watch, or the Watchful Order of Magists and Protectors triggers a far-reaching effort to oust him from the city. Such proof can be obtained from any of {@creature Manshoon|WDH}'s lieutenants, who can be captured and turned over for interrogation. These lieutenants include Sidra Romeir ({@area K2|3db}), {@creature Manafret Cherryport|wdh} ({@area K3|3de}), {@creature Urstul Floxin|wdh} ({@area E5|41d}), Vevette Blackwater and Agorn Fuoco ({@area E8|425}), and {@creature Zhent Martial Arts Adept|wdh|Havia Quickknife} and {@creature Zhent Martial Arts Adept|wdh|Mookie Plush} ({@area E10|42a}).",0.8,哈維亞,project-proposed,contextual,,
Havia Quickknife,possible-proper-noun,147,5,data/9/entries/2/entries/3/entries/2/entries/0,"Delivering proof that {@creature Manshoon|WDH} is hiding in Waterdeep to {@creature Laeral Silverhand|WDH}, {@creature Mirt|WDH}, the Harpers, Force Grey, the Blackstaff, the Lords' Alliance, the Order of the Gauntlet, the City Watch, or the Watchful Order of Magists and Protectors triggers a far-reaching effort to oust him from the city. Such proof can be obtained from any of {@creature Manshoon|WDH}'s lieutenants, who can be captured and turned over for interrogation. These lieutenants include Sidra Romeir ({@area K2|3db}), {@creature Manafret Cherryport|wdh} ({@area K3|3de}), {@creature Urstul Floxin|wdh} ({@area E5|41d}), Vevette Blackwater and Agorn Fuoco ({@area E8|425}), and {@creature Zhent Martial Arts Adept|wdh|Havia Quickknife} and {@creature Zhent Martial Arts Adept|wdh|Mookie Plush} ({@area E10|42a}).",0.8,哈維亞·快刀,project-proposed,contextual,,
Heartbreaker,possible-proper-noun,14,25,data/1/entries/11/entries/5/entries/4,"Bregan D'aerthe is using one of Jarlaxle's legitimate business enterprises-the Sea Maidens Faire-as a front in Waterdeep. The Sea Maidens Faire consists of three carnival ships (the {@i Eyecatcher}, the {@i Heartbreaker}, and the {@i Hellraiser}) crewed by disguised drow and a host of non-drow performers (musicians, acrobats, actors, and the like). The ships' cargo consists mostly of wagons and floats that can be hastily assembled and paraded through the city. The drow use these parades to draw attention away from their illicit activities.",0.8,碎心號,project-proposed,contextual,心碎者,
Heat Wave,possible-proper-noun,60,1,data/5/entries/3/entries/7/entries/2/entries/1/name,Heat Wave,0.95,熱浪,existing-site,contextual,熱浪,
Hellraiser,possible-proper-noun,14,23,data/1/entries/11/entries/5/entries/4,"Bregan D'aerthe is using one of Jarlaxle's legitimate business enterprises-the Sea Maidens Faire-as a front in Waterdeep. The Sea Maidens Faire consists of three carnival ships (the {@i Eyecatcher}, the {@i Heartbreaker}, and the {@i Hellraiser}) crewed by disguised drow and a host of non-drow performers (musicians, acrobats, actors, and the like). The ships' cargo consists mostly of wagons and floats that can be hastily assembled and paraded through the city. The drow use these parades to draw attention away from their illicit activities.",0.8,煽亂號,project-proposed,contextual,地獄使者;地獄煽動者;地獄火號,
Hester,possible-proper-noun,83,1,data/5/entries/11/entries/4/entries/2/items/4/entries/0,"The courthouse magister is {@creature Hester Barch|WDH} (LG female Turami human {@creature acolyte} with Insight +4), a petite woman in her seventies. Magister Barch is slow to anger and fond of sharing lengthy educational anecdotes and parables. Unknown to all but her closest aides, the magister has the innate psionic ability to cast the {@spell detect thoughts} spell without somatic or material components. After using it once, the magister must finish a short or long rest before she can cast the spell again. Wisdom is her spellcasting ability (spell save {@dc 12}).",0.95,赫絲特,existing-site-short-form,contextual,,
Hester Barch,possible-proper-noun,83,1,data/5/entries/11/entries/4/entries/2/items/4/entries/0,"The courthouse magister is {@creature Hester Barch|WDH} (LG female Turami human {@creature acolyte} with Insight +4), a petite woman in her seventies. Magister Barch is slow to anger and fond of sharing lengthy educational anecdotes and parables. Unknown to all but her closest aides, the magister has the innate psionic ability to cast the {@spell detect thoughts} spell without somatic or material components. After using it once, the magister must finish a short or long rest before she can cast the spell again. Wisdom is her spellcasting ability (spell save {@dc 12}).",0.95,赫絲特·巴奇,existing-site,contextual,,
High Road,possible-proper-noun,13,7,data/1/entries/9/entries/4/entries/1/entries/1/entries/0,"The Amcathras are a Tethyrian family that specializes in horse breeding and training, cattle ranching, wine-making, and weaponsmithing. The family motto is ""We trample our troubles."" The family has a large villa in the North Ward, on the east side of the High Road between Hassantyr's Street and Tarnath Street.",0.8,高路,project-proposed,contextual,高地之路,
Hlam,possible-proper-noun,4,10,data/0/entries/5/entries/0/rows/22/0,{@creature Hlam|WDH},0.95,胡拉姆,existing-site,contextual,胡拉姆,
Holiver Tornrudder,possible-proper-noun,70,1,data/5/entries/7/entries/5/entries/2/entries/1,"The survivor is Vaelle Lurval (LE female Tethyrian human {@creature cultist}), a 30-year-old Waterdavian florist. She was brought into the cult by her boyfriend, Holiver Tornrudder, who lies dead nearby. The other dead cultist is named Kaeth Warloon.",0.8,霍利弗·斷舵,project-proposed,contextual,,
Holvan,possible-proper-noun,4,3,data/0/entries/5/entries/0/rows/23/0,Holvan Ebberek,0.8,霍爾萬,project-proposed,contextual,,
Holvan Ebberek,possible-proper-noun,4,2,data/0/entries/5/entries/0/rows/23/0,Holvan Ebberek,0.8,霍爾萬·埃貝雷克,project-proposed,contextual,,
Hothemer,possible-proper-noun,180,1,data/10/entries/5/entries/11/entries/3/entries/1,"Two noble families have estates in Undercliff. The Amcathra estate is used for the housing and final training of horses bred in the town of Amphail, many of which are sold to the City Guard. The Hothemer noble house has an estate where its members conduct business in overland trade-beyond the reach of Waterdeep's auditors.",0.8,霍瑟默,project-proposed,contextual,,
House Gralhund,possible-proper-noun,44,20,data/4/entries/5/entries/3/name,House Gralhund,0.8,格勞洪德家族,project-proposed,contextual,格拉漢德大宅,
House Ulbrinter,possible-proper-noun,38,2,data/3/entries/4/entries/7/entries/3/entries/2/rows/3/1,"""Lady {@creature Remallia Haventree|WDH} is hosting a party at House Ulbrinter, her villa on Delzorin Street, located between Vhezoar Street and Brondar's Way in the North Ward. We have reason to suspect that drow spies have infiltrated the guest list. Attend the party and root out the disguised drow. Dress sharply.""",0.8,烏爾布林特家族,project-proposed,contextual,,
House of Inspired Hands,possible-proper-noun,44,12,data/4/entries/5/entries/3/entries/1,"The Gralhunds' assassin is a {@creature nimblewright|wdh} (see {@adventure appendix B|WDH|12}) that escaped from the House of Inspired Hands, the temple of Gond in the Sea Ward, a month ago. The construct hitched a ride on House Gralhund's coach. {@creature Yalah Gralhund|WDH} befriended it, offered it shelter, and used it as a servant until she and her husband found a more sinister use for it.",0.8,巧手之屋,project-proposed,contextual,靈感之手之家;啟發之手之屋;啟迪之手神殿;啟迪之手之家;啟迪之手,
House of the Moon,possible-proper-noun,174,3,data/10/entries/5/entries/4/entries/4,"Two other temples in the ward are as impressive, but in different ways. The beauteous House of the Moon has the tallest tower of any temple in the city, rising some seventy-five feet above the street. At its top, priests of Selûne bask in the light of the moon in all seasons. The House of Inspired Hands, dedicated to Gond, presents an altogether less peaceful experience. Here, all the great innovative minds of the city invent and experiment, attempting to create everything from flying machines to stronger door hinges. But don't expect a museum of marvels such as can be found in Baldur's Gate. At this site, ""worship is work,"" as anyone at the temple is liable to tell you.",0.8,月之屋,project-proposed,contextual,月亮之屋,
Hrabbaz,possible-proper-noun,4,11,data/0/entries/5/entries/0/rows/24/0,{@creature Hrabbaz|WDH},0.95,哈巴茲,existing-site,contextual,哈巴茲,
Hyustus,possible-proper-noun,4,8,data/0/entries/5/entries/0/rows/25/0,Hyustus Staget,0.8,休斯圖斯,project-proposed,contextual,,
Hyustus Staget,possible-proper-noun,4,4,data/0/entries/5/entries/0/rows/25/0,Hyustus Staget,0.8,休斯圖斯·斯塔吉特,project-proposed,contextual,,
Illefarn,possible-proper-noun,164,1,data/10/entries/3/entries/1,"People have inhabited the plateau upon which Waterdeep stands for longer than human histories record. But as is the way across the dangerous North, civilization at the foot of Mount Waterdeep has crested and ebbed in great waves. Elf scholars assure me that it was once the site of Aelinthaldaar, the capital of their ancient empire of Illefarn. So it was already a glorious place when a dwarf prospector named Melair discovered mithral beneath the mountain. In agreement with the Illefarni, Melair called kith and kin to mine under the mountain and in the plateau, and thus Clan Melairkyn came to rule below as the Illefarni did above.",0.8,伊勒法恩,project-proposed,contextual,伊勒凡,
Illuskan,possible-proper-noun,13,24,data/1/entries/9/entries/4/entries/1/entries/2/entries/0,"The Margasters are an Illuskan family whose business interests lie in land-based shipping and bulk goods trading. The house also has a quiet history of wizardry. The family motto is ""Nothing is beyond our grasp."" The Margaster family estate is situated between Stabbed Sailor Alley and Shattercrock Alley in the North Ward.",0.8,伊路斯坎人,project-proposed,proper-noun,伊利斯坎,
Iokaste,possible-proper-noun,4,7,data/0/entries/5/entries/0/rows/26/0,Iokaste Daliano,0.8,伊奧卡斯特,project-proposed,contextual,,
Iokaste Daliano,possible-proper-noun,4,2,data/0/entries/5/entries/0/rows/26/0,Iokaste Daliano,0.8,伊奧卡斯特·達利亞諾,project-proposed,contextual,,
Istrid,possible-proper-noun,4,28,data/0/entries/5/entries/0/rows/27/0,{@creature Istrid Horn|WDH},0.95,伊思崔德,existing-site-short-form,contextual,伊斯特麗德;伊斯翠德,
Istrid Horn,possible-proper-noun,4,12,data/0/entries/5/entries/0/rows/27/0,{@creature Istrid Horn|WDH},0.95,伊思崔德·霍恩,existing-site,contextual,伊思崔德·霍恩,
Jalester,possible-proper-noun,4,30,data/0/entries/5/entries/0/rows/28/0,{@creature Jalester Silvermane|WDH},0.95,加萊斯特,existing-site-short-form,contextual,,
Jalester Silvermane,possible-proper-noun,4,13,data/0/entries/5/entries/0/rows/28/0,{@creature Jalester Silvermane|WDH},0.95,加萊斯特·銀鬃,existing-site,contextual,加萊斯特·銀鬃,
Jandar,possible-proper-noun,117,11,data/7/entries/5/entries/2/entries/5/name,Jandar Chergoba,0.95,詹達爾,existing-site-short-form,contextual,,
Jandar Chergoba,possible-proper-noun,117,6,data/7/entries/5/entries/2/entries/5/name,Jandar Chergoba,0.95,詹達爾·切爾戈巴,existing-site,contextual,詹達爾·切爾戈巴,
Jarlaxle,possible-proper-noun,4,156,data/0/entries/5/entries/0/rows/29/0,{@creature Jarlaxle Baenre|WDH},0.95,賈拉索,existing-site-short-form,contextual,賈拉克斯;賈拉克西爾;賈拉克索;賈拉克斯勒;賈拉克西;賈拉克賽爾;賈拉克斯爾,
