english,category,classes,subclasses,sources,editions,occurrences,first_file,first_json_pointer,representative_context,proposed_zh_tw,alternative_zh_tw,status,translation_source,confidence,notes,final_zh_tw,final_source
Cleric Subclass,class-label,Cleric,,XPHB,one,1,data/class/class-cleric.json,/class/1/subclassTitle,Cleric subclass title,,,pending,,0.50,,牧師子職,shuaishuaidnd.cn + OpenCC s2twp
Divine Domain,class-label,Cleric,,PHB,classic,1,data/class/class-cleric.json,/class/0/subclassTitle,Cleric subclass title,神聖領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,神聖領域,5eclone.pingstudio.tw (legacy exact ENG_name match)
Druid Circle,class-label,Druid,,PHB,classic,1,data/class/class-druid.json,/class/0/subclassTitle,Druid subclass title,德魯伊結社,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,德魯伊結社,5eclone.pingstudio.tw (legacy exact ENG_name match)
Druid Subclass,class-label,Druid,,XPHB,one,1,data/class/class-druid.json,/class/1/subclassTitle,Druid subclass title,,,pending,,0.50,,德魯伊子職,shuaishuaidnd.cn + OpenCC s2twp
Eldritch Invocations,class-label,Warlock,,PHB; XPHB,classic; one,2,data/class/class-warlock.json,/class/0/optionalfeatureProgression/0/name,Warlock optional feature progression,魔能祈喚,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,魔能祈喚,5eclone.pingstudio.tw (legacy exact ENG_name match)
Fighter Subclass,class-label,Fighter,,XPHB,one,1,data/class/class-fighter.json,/class/1/subclassTitle,Fighter subclass title,,,pending,,0.50,,戰士子職,shuaishuaidnd.cn + OpenCC s2twp
Fighting Style,class-label,Fighter; Paladin; Ranger,,PHB,classic,3,data/class/class-fighter.json,/class/0/optionalfeatureProgression/0/name,Fighter optional feature progression,戰鬥風格,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,戰鬥風格,5eclone.pingstudio.tw (legacy exact ENG_name match)
Infusions,class-label,Artificer,,TCE,classic,1,data/class/class-artificer.json,/class/0/optionalfeatureProgression/0/name,Artificer optional feature progression,,,pending,,0.50,,已知注法,shuaishuaidnd.cn + OpenCC s2twp
Martial Archetype,class-label,Fighter,,PHB,classic,1,data/class/class-fighter.json,/class/0/subclassTitle,Fighter subclass title,武術範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,武術範型,5eclone.pingstudio.tw (legacy exact ENG_name match)
Metamagic,class-label,Sorcerer,,PHB; XPHB,classic; one,2,data/class/class-sorcerer.json,/class/0/optionalfeatureProgression/0/name,Sorcerer optional feature progression,超魔法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,超魔法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Monastic Tradition,class-label,Monk,,PHB,classic,1,data/class/class-monk.json,/class/0/subclassTitle,Monk subclass title,宗派傳承,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,宗派傳承,5eclone.pingstudio.tw (legacy exact ENG_name match)
Monk Subclass,class-label,Monk,,XPHB,one,1,data/class/class-monk.json,/class/1/subclassTitle,Monk subclass title,,,pending,,0.50,,武僧子職,shuaishuaidnd.cn + OpenCC s2twp
Mystic Order,class-label,Mystic,,UATheMysticClass,classic,1,data/class/class-mystic.json,/class/0/subclassTitle,Mystic subclass title,,,pending,,0.50,,秘術師修會,shuaishuaidnd.cn + OpenCC s2twp
Otherworldly Patron,class-label,Warlock,,PHB,classic,1,data/class/class-warlock.json,/class/0/subclassTitle,Warlock subclass title,異界宗主,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,異界宗主,5eclone.pingstudio.tw (legacy exact ENG_name match)
Pact Boon,class-label,Warlock,,PHB,classic,1,data/class/class-warlock.json,/class/0/optionalfeatureProgression/1/name,Warlock optional feature progression,契約恩賜,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,契約恩賜,5eclone.pingstudio.tw (legacy exact ENG_name match)
Paladin Subclass,class-label,Paladin,,XPHB,one,1,data/class/class-paladin.json,/class/1/subclassTitle,Paladin subclass title,,,pending,,0.50,,聖武士子職,shuaishuaidnd.cn + OpenCC s2twp
Primal Path,class-label,Barbarian,,PHB,classic,1,data/class/class-barbarian.json,/class/0/subclassTitle,Barbarian subclass title,原初道途,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,原初道途,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ranger Archetype,class-label,Ranger,,PHB,classic,1,data/class/class-ranger.json,/class/0/subclassTitle,Ranger subclass title,遊俠範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,遊俠範型,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ranger Subclass,class-label,Ranger,,XPHB,one,1,data/class/class-ranger.json,/class/1/subclassTitle,Ranger subclass title,,,pending,,0.50,,遊俠子職,shuaishuaidnd.cn + OpenCC s2twp
Rogue Subclass,class-label,Rogue,,XPHB,one,1,data/class/class-rogue.json,/class/1/subclassTitle,Rogue subclass title,,,pending,,0.50,,遊蕩者子職,shuaishuaidnd.cn + OpenCC s2twp
Roguish Archetype,class-label,Rogue,,PHB,classic,1,data/class/class-rogue.json,/class/0/subclassTitle,Rogue subclass title,遊蕩者範型,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,遊蕩者範型,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sacred Oath,class-label,Paladin,,PHB,classic,1,data/class/class-paladin.json,/class/0/subclassTitle,Paladin subclass title,神聖誓言,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,神聖誓言,5eclone.pingstudio.tw (legacy exact ENG_name match)
Sorcerer Subclass,class-label,Sorcerer,,XPHB,one,1,data/class/class-sorcerer.json,/class/1/subclassTitle,Sorcerer subclass title,,,pending,,0.50,,術士子職,shuaishuaidnd.cn + OpenCC s2twp
Sorcerous Origin,class-label,Sorcerer,,PHB,classic,1,data/class/class-sorcerer.json,/class/0/subclassTitle,Sorcerer subclass title,術法起源,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,術法起源,5eclone.pingstudio.tw (legacy exact ENG_name match)
Warlock Subclass,class-label,Warlock,,XPHB,one,1,data/class/class-warlock.json,/class/1/subclassTitle,Warlock subclass title,,,pending,,0.50,,魔契師子職,shuaishuaidnd.cn + OpenCC s2twp
Wizard Subclass,class-label,Wizard,,XPHB,one,1,data/class/class-wizard.json,/class/1/subclassTitle,Wizard subclass title,,,pending,,0.50,,法師子職,shuaishuaidnd.cn + OpenCC s2twp
A Bard's Repertoire,named-rule-block,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/31/entries/2/name,Jack of All Trades: nested named block,,,pending,,0.50,,吟遊詩人的曲目,shuaishuaidnd.cn + OpenCC s2twp
Aberrant Mind,named-rule-block,Sorcerer,Aberrant Mind,TCE,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/74/_copy/name,Aberrant Mind: nested named block,畸變心智,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,畸變心智,5eclone.pingstudio.tw (legacy exact ENG_name match)
Ability Check,named-rule-block,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/11/entries/3/items/0/name,Mote of Potential: nested named block,屬性檢定,,proposed,SRD 5.1; SRD 5.2.1,0.95,,屬性檢定,SRD 5.1; SRD 5.2.1
Actions over Words,named-rule-block,Paladin,Glory,TCE,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/47/entries/1/name,Tenets of Glory: nested named block,,,pending,,0.50,,行勝於言,shuaishuaidnd.cn + OpenCC s2twp
Addle,named-rule-block,Monk,Open Hand,XPHB,one,1,data/class/class-monk.json,/subclassFeature/73/entries/1/name,Open Hand Technique: nested named block,,,pending,,0.50,,慌神,shuaishuaidnd.cn + OpenCC s2twp
Agility,named-rule-block,Wizard,Bladesinger,FRHoF,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/81/entries/3/name,Bladesong: nested named block,,,pending,,0.50,,靈動,shuaishuaidnd.cn + OpenCC s2twp
Alchemical Eruption,named-rule-block,Artificer,Alchemist,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/6/entries/1/name,Chemical Mastery: nested named block,,,pending,,0.50,,鍊金噴發,shuaishuaidnd.cn + OpenCC s2twp
Ambition Domain (PSA),named-rule-block,Cleric,Ambition (PSA),PSA,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/164/_copy/name,Ambition Domain (PSA): nested named block,,,pending,,0.50,,野心領域(PSA),shuaishuaidnd.cn + OpenCC s2twp
Ambusher's Leap,named-rule-block,Ranger,Gloom Stalker,XPHB,one,1,data/class/class-ranger.json,/subclassFeature/87/entries/1/name,Dread Ambusher: nested named block,,,pending,,0.50,,伏擊者之躍,shuaishuaidnd.cn + OpenCC s2twp
Ancient Armor,named-rule-block,Ranger,Hollow Warden,RHW,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/71/entries/1/name,Wrath of the Wild: nested named block,,,pending,,0.50,,遠古護甲,shuaishuaidnd.cn + OpenCC s2twp
Aquatic Adaptation,named-rule-block,Sorcerer,Aberrant,XPHB,one,1,data/class/class-sorcerer.json,/subclassFeature/84/entries/1/entries/0/name,Revelation in Flesh: nested named block,,,pending,,0.50,,水生適應,shuaishuaidnd.cn + OpenCC s2twp
Arcana Domain,named-rule-block,Cleric,Arcana,SCAG,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/179/_copy/name,Arcana Domain: nested named block,奧祕領域,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奧祕領域,5eclone.pingstudio.tw (legacy exact ENG_name match)
Arcane Conduit,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/45/entries/1/name,Strange Modifications: nested named block,,,pending,,0.50,,奧法挪移,shuaishuaidnd.cn + OpenCC s2twp
Arcane Empowerment,named-rule-block,Artificer,Battle Smith,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/25/entries/1/name,Battle Ready: nested named block,,,pending,,0.50,,奧法增強,shuaishuaidnd.cn + OpenCC s2twp
Arcane Necrosis,named-rule-block,Warlock,Undead,RHW,classic-or-other,1,data/class/class-warlock.json,/subclassFeature/57/entries/1/name,Grave Touched: nested named block,,,pending,,0.50,,壞疽秘法,shuaishuaidnd.cn + OpenCC s2twp
Arcane Shot,named-rule-block,Fighter,Arcane Archer,XGE,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/66/entries/2/name,Arcane Shot Options: nested named block,祕法射擊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,祕法射擊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Area Reading,named-rule-block,Cleric,Knowledge,PHB,classic-or-other,1,data/class/class-cleric.json,/subclassFeature/14/entries/3/entries/0/name,Visions of the Past: nested named block,,,pending,,0.50,,區域解讀,shuaishuaidnd.cn + OpenCC s2twp
Armor Class,named-rule-block,Druid,Moon,XPHB,one,1,data/class/class-druid.json,/subclassFeature/59/entries/1/entries/1/name,Circle Forms: nested named block,護甲等級,,proposed,SRD 5.1; SRD 5.2.1,0.95,,護甲等級,SRD 5.1; SRD 5.2.1
Armor Crafting,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/14/entries/3/name,Tools of the Trade: nested named block,,,pending,,0.50,,護甲手作,shuaishuaidnd.cn + OpenCC s2twp
Armor of the Spirit,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/32/entries/3/name,Awakened Astral Self: nested named block,,,pending,,0.50,,精魂護甲,shuaishuaidnd.cn + OpenCC s2twp
Armor Replication,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/16/entries/1/name,Improved Armorer: nested named block,,,pending,,0.50,,裝甲仿製,shuaishuaidnd.cn + OpenCC s2twp
Armor Training,named-rule-block,Artificer,Armorer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/14/entries/1/name,Tools of the Trade: nested named block,,,pending,,0.50,,護甲受訓,shuaishuaidnd.cn + OpenCC s2twp
Artificer Infusions,named-rule-block,Artificer,,TCE,classic-or-other,1,data/class/class-artificer.json,/classFeature/22/entries/3/name,Infuse Item: nested named block,奇械師注法,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,奇械師注法,5eclone.pingstudio.tw (legacy exact ENG_name match)
Astral Barrage,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/32/entries/4/name,Awakened Astral Self: nested named block,,,pending,,0.50,,星之連擊,shuaishuaidnd.cn + OpenCC s2twp
Astral Sight,named-rule-block,Monk,Astral Self,TCE,classic-or-other,1,data/class/class-monk.json,/subclassFeature/30/entries/4/name,Visage of the Astral Self: nested named block,星之視覺,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,星之視覺,5eclone.pingstudio.tw (legacy exact ENG_name match)
At Higher Levels,named-rule-block,Bard,,XPHB,one,1,data/class/class-bard.json,/classFeature/28/entries/1/entries/2/name,Bardic Inspiration: nested named block,,,pending,,0.50,,升環施法效應,shuaishuaidnd.cn + OpenCC s2twp
Attack,named-rule-block,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/93/entries/1/name,Rallying Surge: nested named block,,,pending,,0.50,,攻擊,shuaishuaidnd.cn + OpenCC s2twp
Attack Roll,named-rule-block,Bard,Creation,TCE,classic-or-other,1,data/class/class-bard.json,/subclassFeature/11/entries/3/items/1/name,Mote of Potential: nested named block,攻擊檢定,,proposed,SRD 5.1; SRD 5.2.1,0.95,,攻擊檢定,SRD 5.1; SRD 5.2.1
Attacker,named-rule-block,Warrior Sidekick,,TCE,classic-or-other,1,data/class/class-sidekick.json,/classFeature/30/entries/2/items/0/name,Martial Role: nested named block,,,pending,,0.50,,攻擊手,shuaishuaidnd.cn + OpenCC s2twp
Attunement,named-rule-block,Rogue,Thief,XPHB,one,1,data/class/class-rogue.json,/subclassFeature/98/entries/1/name,Use Magic Device: nested named block,,,pending,,0.50,,同調,shuaishuaidnd.cn + OpenCC s2twp
Augment Breath,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/entries/2/items/0/name,Ascendant Aspect: nested named block,,,pending,,0.50,,強化吐息,shuaishuaidnd.cn + OpenCC s2twp
Awareness,named-rule-block,Artificer,Cartographer,EFA,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/33/entries/2/name,Adventurer's Atlas: nested named block,,,pending,,0.50,,警覺,shuaishuaidnd.cn + OpenCC s2twp
Be the Light,named-rule-block,Paladin,Ancients,PHB,classic-or-other,1,data/class/class-paladin.json,/subclassFeature/12/entries/4/entries/0/name,Tenets of the Ancients: nested named block,成爲真光,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,成爲真光,5eclone.pingstudio.tw (legacy exact ENG_name match)
Bear,named-rule-block,Barbarian,Wild Heart,XPHB,one,1,data/class/class-barbarian.json,/subclassFeature/81/entries/1/name,Rage of the Wilds: nested named block,熊,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,熊,5eclone.pingstudio.tw (legacy exact ENG_name match)
Bear Spirit,named-rule-block,Druid,Shepherd,XGE,classic-or-other,1,data/class/class-druid.json,/subclassFeature/42/entries/4/name,Spirit Totem: nested named block,熊之精魂,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,熊之精魂,5eclone.pingstudio.tw (legacy exact ENG_name match)
Bird,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/60/entries/3/name,Bladesinger Styles: nested named block,,,pending,,0.50,,鳥,shuaishuaidnd.cn + OpenCC s2twp
Bite,named-rule-block,Barbarian,Beast,TCE,classic-or-other,1,data/class/class-barbarian.json,/subclassFeature/39/entries/3/items/0/name,Form of the Beast: nested named block,,,pending,,0.50,,啃咬,shuaishuaidnd.cn + OpenCC s2twp
Biting Cold,named-rule-block,Ranger,Winter Walker,FRHoF,classic-or-other,1,data/class/class-ranger.json,/subclassFeature/62/entries/1/name,Frigid Explorer: nested named block,,,pending,,0.50,,刺骨嚴寒,shuaishuaidnd.cn + OpenCC s2twp
Bladesinging,named-rule-block,Wizard,Bladesinging,TCE,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/94/_copy/name,Bladesinging: nested named block,劍詠,劍詠傳承,conflict,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives,0.65,5eclone candidate is listed first; alternatives require user approval.,劍詠,5eclone.pingstudio.tw (preferred candidate); project glossary alternatives
Bladework,named-rule-block,Wizard,Bladesinger,FRHoF,classic-or-other,1,data/class/class-wizard.json,/subclassFeature/81/entries/4/name,Bladesong: nested named block,,,pending,,0.50,,劍法,shuaishuaidnd.cn + OpenCC s2twp
Blindsight,named-rule-block,Monk,Ascendant Dragon,FTD,classic-or-other,1,data/class/class-monk.json,/subclassFeature/5/entries/2/items/1/name,Ascendant Aspect: nested named block,,,pending,,0.50,,盲視,shuaishuaidnd.cn + OpenCC s2twp
Bloated,named-rule-block,Artificer,Reanimator,RHW,classic-or-other,1,data/class/class-artificer.json,/subclassFeature/47/entries/1/name,Macabre Modifications: nested named block,,,pending,,0.50,,腫脹,shuaishuaidnd.cn + OpenCC s2twp
Bolstered Rally,named-rule-block,Fighter,Banneret,FRHoF,classic-or-other,1,data/class/class-fighter.json,/subclassFeature/95/entries/1/name,Inspiring Commander: nested named block,,,pending,,0.50,,眾志成城,shuaishuaidnd.cn + OpenCC s2twp
Breaking Your Oath,named-rule-block,Paladin,,PHB; XPHB,classic-or-other; one,2,data/class/class-paladin.json,/classFeature/8/entries/5/name,Sacred Oath: nested named block,背棄誓言,,proposed,5eclone.pingstudio.tw (legacy exact ENG_name match),0.85,,背棄誓言,5eclone.pingstudio.tw (legacy exact ENG_name match)
Breath of Winter (17th Level Required),named-rule-block,Monk,Four Elements,PHB,classic-or-other,1,data/class/class-monk.json,/subclassFeature/8/entries/1/entries/0/name,Elemental Disciplines: nested named block,,,pending,,0.50,,寒冬之息（需17級）,shuaishuaidnd.cn + OpenCC s2twp
Burning Life Force,named-rule-block,Sorcerer,Spellfire,FRHoF,classic-or-other,1,data/class/class-sorcerer.json,/subclassFeature/64/entries/1/name,Crown of Spellfire: nested named block,,,pending,,0.50,,燃盡,shuaishuaidnd.cn + OpenCC s2twp
