english,category,zh_tw,alternative_zh_tw,source,status,lock,notes
Frost Resistance,namedRuleBlock,冰霜抵抗,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Frozen Soul,namedRuleBlock,寒冰之魂,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Full Moon,namedRuleBlock,滿月,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Gaining Additional Soul Trinkets,namedRuleBlock,獲得額外的靈魂飾品,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Game Statistics,namedRuleBlock,遊戲資料,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Gaunt,namedRuleBlock,枯瘦,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Ghostly Flight,namedRuleBlock,幽魂飛行,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Giant Stature,namedRuleBlock,巨人體型,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Glistening Flight,namedRuleBlock,閃耀飛翔,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Gong of the Summit (6th Level Required),namedRuleBlock,獅吼功（需6級）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Grave Domain,namedRuleBlock,墳墓領域,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Graviturgy Magic,namedRuleBlock,重力魔法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Greater Comprehension,namedRuleBlock,高等理解力,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Guardian,namedRuleBlock,守護者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Guiding Whispers,namedRuleBlock,指引低語,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Hamstring Blow,namedRuleBlock,斷筋猛擊,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Hand of Harm,namedRuleBlock,奪命之手,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Hand of Healing,namedRuleBlock,予命之手,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Hawk Spirit,namedRuleBlock,鷹之精魂,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Hazy Form,namedRuleBlock,朦朧形態,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Heal,namedRuleBlock,治癒,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Healer:,namedRuleBlock,治療者：,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Healing Illusion,namedRuleBlock,治癒幻象,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Heroic Rally,namedRuleBlock,英氣風發,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Hill Rune (7th Level or Higher),namedRuleBlock,山丘符文(7級或更高),,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Holy Ward,namedRuleBlock,至聖守護,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Hone the Body,namedRuleBlock,磨練其身,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Honesty,namedRuleBlock,誠實,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Honor,namedRuleBlock,榮譽,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Horde Breaker,namedRuleBlock,滅族者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Illuminated Cartography,namedRuleBlock,發光地圖繪圖師,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Improved Arsenal,namedRuleBlock,強化軍械庫,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Improved Deflection,namedRuleBlock,強化偏轉,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Improved Jolt,namedRuleBlock,強化激盪,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Improved Lunar Radiance,namedRuleBlock,月耀熾光,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Incorporeal Movement,namedRuleBlock,虛體移動,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Increased Toughness,namedRuleBlock,強化韌性,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Infiltrator,namedRuleBlock,滲透者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Infusing an Item,namedRuleBlock,爲物品進行注法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Initiative,namedRuleBlock,先攻,,SRD 5.1; SRD 5.2.1,approved,true,
Initiative Bonus,namedRuleBlock,先攻加值,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Innocence,namedRuleBlock,無辜,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Inspired Eclipse,namedRuleBlock,月隱啟迪,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Instantaneous,namedRuleBlock,立即,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Invisibility,namedRuleBlock,隱形,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
It's Your Swarm,namedRuleBlock,你的叢集,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Jolt to Life,namedRuleBlock,電顫復律,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Jumper,namedRuleBlock,跳躍者,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Keeper of Souls,namedRuleBlock,守魂者,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Kensei Weapons,namedRuleBlock,劍聖武器,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Ki,namedRuleBlock,氣,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Kindle the Light,namedRuleBlock,點燃光明,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Knowledge Domain,namedRuleBlock,知識領域,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Knowledge Domain (PSA),namedRuleBlock,知識領域(PSA),,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Known Forms,namedRuleBlock,已知形態,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Languages,namedRuleBlock,語言,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Large Drake,namedRuleBlock,大型龍獸,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Law,namedRuleBlock,律法,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Learning Spells of 1st Level and Higher,namedRuleBlock,學習法術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Life Domain,namedRuleBlock,生命領域,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Life Essence,namedRuleBlock,生命精華,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Life Transfer,namedRuleBlock,性命流轉,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Life-Giving Force,namedRuleBlock,賜命之源,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Light Domain,namedRuleBlock,光明領域,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Lightning Launcher,namedRuleBlock,閃電發射器,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Lion,namedRuleBlock,雄獅,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Longevity,namedRuleBlock,青春永駐,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Loyalty,namedRuleBlock,忠誠,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Lunar Radiance,namedRuleBlock,月耀輝光,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Lunar Sorcery,namedRuleBlock,月之術法,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Lunar Vitality,namedRuleBlock,月輝活力,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Mage:,namedRuleBlock,魔術師：,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Magic Fang,namedRuleBlock,魔法獠牙,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Magic Item Savant,namedRuleBlock,魔法物品專家,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Magic Kensei Weapons,namedRuleBlock,魔法劍聖武器,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Magical Guidance,namedRuleBlock,魔法指引,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Major Transformation,namedRuleBlock,強效變化,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Maneuver,namedRuleBlock,戰技,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Maneuvers,namedRuleBlock,戰技,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Mass Fear,namedRuleBlock,群慌,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Masterful Mimicry,namedRuleBlock,模仿大師,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Menacing Aura,namedRuleBlock,威嚇靈光,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Minor Wish,namedRuleBlock,次級祈願術,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Mist Stance (11th Level Required),namedRuleBlock,雲霧勢（需要11級）,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Moist,namedRuleBlock,溼滑,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Move,namedRuleBlock,移動,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
Multiattack Defense,namedRuleBlock,防禦多重攻擊,,5eclone.pingstudio.tw (legacy exact ENG_name match),approved,true,
Murderous Intent,namedRuleBlock,殺戮意圖,,shuaishuaidnd.cn + OpenCC s2twp,approved,true,User approved proceeding with the discovered full-Class translation source; may revise later.
